"Region","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Latitude","Longitude"
"Northeast","Tai Seng",2023-10-29,0,29.2,34.1,26.4,1.3406,103.8882
"Northeast","Tai Seng",2023-10-30,8.2,29,34.7,24.8,1.3406,103.8882
"Northeast","Tai Seng",2023-10-31,19.2,28.7,34.6,25,1.3406,103.8882
"Northeast","Tai Seng",2023-11-01,1.2,26.4,29.5,24.7,1.3406,103.8882
"Northeast","Tai Seng",2023-11-02,2.2,27.6,31.2,25.8,1.3406,103.8882
"Northeast","Tai Seng",2023-11-03,0,27.2,30.6,25.4,1.3406,103.8882
"Northeast","Tai Seng",2023-11-04,0.2,29.1,34,26.5,1.3406,103.8882
"Northeast","Tai Seng",2023-11-05,0,30.8,34.6,29,1.3406,103.8882
"Northeast","Tai Seng",2023-11-06,0,30.1,33.2,27.9,1.3406,103.8882
"Northeast","Tai Seng",2023-11-07,11.4,26.1,28.3,25.1,1.3406,103.8882
"Northeast","Tai Seng",2023-11-08,1.6,29.5,33.1,25.9,1.3406,103.8882
"Northeast","Tai Seng",2023-11-09,0,28.7,32.3,27,1.3406,103.8882
"Northeast","Tai Seng",2023-11-10,6.8,29.5,33.5,26.3,1.3406,103.8882
"Northeast","Tai Seng",2023-11-11,0,29.7,34.2,26.8,1.3406,103.8882
"Northeast","Tai Seng",2023-11-13,0,29.1,33.8,26.7,1.3406,103.8882
"Northeast","Tai Seng",2023-11-14,25.4,27.7,32.4,25,1.3406,103.8882
"Northeast","Tai Seng",2023-11-15,1.4,28.4,33.7,26.2,1.3406,103.8882
"Northeast","Tai Seng",2023-11-16,0.2,28.2,33.1,26.2,1.3406,103.8882
"Northeast","Tai Seng",2023-11-17,37.2,27.9,35,23.8,1.3406,103.8882
"Northeast","Tai Seng",2023-11-18,17,28.7,32.8,25.3,1.3406,103.8882
"Northeast","Tai Seng",2023-11-19,0,27.8,29.2,26.6,1.3406,103.8882
"Northeast","Tai Seng",2023-11-20,16.2,28.2,32.8,24.5,1.3406,103.8882
"Northeast","Tai Seng",2023-11-21,70.8,27.2,31.1,24.7,1.3406,103.8882
"Northeast","Tai Seng",2023-11-22,0,28,30.9,25.7,1.3406,103.8882
"Northeast","Tai Seng",2023-11-23,5.4,27.9,32.4,25.2,1.3406,103.8882
"Northeast","Tai Seng",2023-11-24,1.6,27.6,31.7,25.8,1.3406,103.8882
"Northeast","Tai Seng",2023-11-25,3.2,27.4,31.4,26.3,1.3406,103.8882
"Northeast","Tai Seng",2023-11-26,2,27,31.8,24.6,1.3406,103.8882
"Northeast","Tai Seng",2023-11-27,14,27.2,32.6,25.4,1.3406,103.8882
"Northeast","Tai Seng",2023-11-28,2.6,27.7,32.6,25.8,1.3406,103.8882
"Northeast","Tai Seng",2023-11-29,0.4,27.9,32.8,26,1.3406,103.8882
"Northeast","Tai Seng",2023-11-30,35.4,27.3,32.6,25.1,1.3406,103.8882
"Northeast","Tai Seng",2023-12-01,0,28,32.9,24.9,1.3406,103.8882
"Northeast","Tai Seng",2023-12-02,14.4,25.8,30.4,23.6,1.3406,103.8882
"Northeast","Tai Seng",2023-12-03,0,27.3,31.2,24.9,1.3406,103.8882
"Northeast","Tai Seng",2023-12-04,0,29.4,34.2,26.8,1.3406,103.8882
"Northeast","Tai Seng",2023-12-05,0,31,35.3,28.4,1.3406,103.8882
"Northeast","Tai Seng",2023-12-06,33.6,27.9,30.4,24.8,1.3406,103.8882
"Northeast","Tai Seng",2023-12-07,0,28.7,32.2,25.8,1.3406,103.8882
"Northeast","Tai Seng",2023-12-08,0,29.6,32.5,27.9,1.3406,103.8882
"Northeast","Tai Seng",2023-12-09,0.2,29.2,31.4,27.4,1.3406,103.8882
"Northeast","Tai Seng",2023-12-10,0,30.3,35,27.6,1.3406,103.8882
"Northeast","Tai Seng",2023-12-11,13.6,28.5,34.3,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-01-01,17,26.2,28.4,24.7,1.3406,103.8882
"Northeast","Tai Seng",2024-01-02,0,27.7,31.6,25.1,1.3406,103.8882
"Northeast","Tai Seng",2024-01-03,0.4,27.8,31.6,26,1.3406,103.8882
"Northeast","Tai Seng",2024-01-04,54.8,25.3,27.5,23.9,1.3406,103.8882
"Northeast","Tai Seng",2024-01-05,3.8,26.7,30,24.8,1.3406,103.8882
"Northeast","Tai Seng",2024-01-06,3.6,28,31,25.7,1.3406,103.8882
"Northeast","Tai Seng",2024-01-07,62.2,24.9,27.7,23.5,1.3406,103.8882
"Northeast","Tai Seng",2024-01-08,1.2,27,31.5,24,1.3406,103.8882
"Northeast","Tai Seng",2024-01-09,1,27.1,29.8,24.9,1.3406,103.8882
"Northeast","Tai Seng",2024-01-10,45.6,26.5,28.9,24.6,1.3406,103.8882
"Northeast","Tai Seng",2024-01-11,8,27.6,29.8,25.7,1.3406,103.8882
"Northeast","Tai Seng",2024-01-12,7.4,25.6,27.2,23.8,1.3406,103.8882
"Northeast","Tai Seng",2024-01-13,1,27.3,31.1,25,1.3406,103.8882
"Northeast","Tai Seng",2024-01-14,0,28,31.2,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-01-15,1.2,28.2,31.3,26.2,1.3406,103.8882
"Northeast","Tai Seng",2024-01-16,15.4,27.1,30.3,23.9,1.3406,103.8882
"Northeast","Tai Seng",2024-01-17,7.8,27.5,31.1,24.9,1.3406,103.8882
"Northeast","Tai Seng",2024-01-18,5,27.4,29.9,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-01-19,22.6,26.7,30.7,24.2,1.3406,103.8882
"Northeast","Tai Seng",2024-01-20,13.6,24.9,26.4,24,1.3406,103.8882
"Northeast","Tai Seng",2024-01-21,3.2,27.2,32.4,24.2,1.3406,103.8882
"Northeast","Tai Seng",2024-01-22,0,28.2,32.4,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-01-23,4.2,27.3,33.6,24.6,1.3406,103.8882
"Northeast","Tai Seng",2024-01-24,109.2,26.8,30.6,24.7,1.3406,103.8882
"Northeast","Tai Seng",2024-01-25,3.4,26,29.9,24.5,1.3406,103.8882
"Northeast","Tai Seng",2024-01-26,0,28,31.4,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-01-27,0,28.2,31.3,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-01-28,1.8,27.9,31.3,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-01-29,0,28,31.2,26.1,1.3406,103.8882
"Northeast","Tai Seng",2024-01-30,0.4,27.8,31.3,26,1.3406,103.8882
"Northeast","Tai Seng",2024-01-31,0,28,32.3,26.2,1.3406,103.8882
"Northeast","Tai Seng",2024-02-01,0,28.2,31.8,26.2,1.3406,103.8882
"Northeast","Tai Seng",2024-02-02,0.6,28.3,31.5,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-02-03,0,28.5,32.9,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-02-04,0,28.7,33,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-02-05,0,28.6,32.4,26,1.3406,103.8882
"Northeast","Tai Seng",2024-02-06,31,28.3,32.9,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-02-07,0.2,28.6,32.2,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-02-08,1.8,28.5,32.8,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-02-09,7,27.8,32.4,26.1,1.3406,103.8882
"Northeast","Tai Seng",2024-02-10,12.8,27.8,32,25.1,1.3406,103.8882
"Northeast","Tai Seng",2024-02-11,9.2,28,31.9,24.9,1.3406,103.8882
"Northeast","Tai Seng",2024-02-12,5.2,27,29.2,25.5,1.3406,103.8882
"Northeast","Tai Seng",2024-02-13,12.2,27.1,29.5,24.3,1.3406,103.8882
"Northeast","Tai Seng",2024-02-14,0.8,28,31.6,25.7,1.3406,103.8882
"Northeast","Tai Seng",2024-02-15,9.2,27.4,29.7,25,1.3406,103.8882
"Northeast","Tai Seng",2024-02-16,1.2,28,31.2,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-02-17,0,28.1,31,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-02-18,0,28.5,32.5,26.2,1.3406,103.8882
"Northeast","Tai Seng",2024-02-19,0,28.8,32.9,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-02-20,0,29,32.9,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-02-21,17.6,28.5,33.1,25.2,1.3406,103.8882
"Northeast","Tai Seng",2024-02-22,0,28.6,33,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-02-23,0,28.5,31.9,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-02-24,0,28.5,32.1,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-02-25,0,28.8,32.6,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-02-26,0,28.8,32.2,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-02-27,0.2,28.4,30.5,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-02-28,0,28.8,32.1,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-02-29,0,29.3,33.8,27,1.3406,103.8882
"Northeast","Tai Seng",2024-03-01,0,29,31.9,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-03-02,1.2,28.8,32.4,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-03-03,14.2,27.4,30.2,24.8,1.3406,103.8882
"Northeast","Tai Seng",2024-03-04,15.6,28.4,31.7,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-03-05,65,26.6,32,24.6,1.3406,103.8882
"Northeast","Tai Seng",2024-03-06,0.2,28,33.1,25.7,1.3406,103.8882
"Northeast","Tai Seng",2024-03-07,28.8,28.2,33.3,25.4,1.3406,103.8882
"Northeast","Tai Seng",2024-03-08,5.8,27.6,31.1,24.8,1.3406,103.8882
"Northeast","Tai Seng",2024-03-09,0,28.8,32.3,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-03-10,0,28.4,31.1,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-03-11,0,29.2,32.9,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-03-12,0,29.5,33.4,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-03-13,0,29.3,33.8,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-03-14,0,29.1,33.5,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-03-15,0,28.7,31.7,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-03-16,0,28.9,33,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-03-17,0,29.4,33.6,27,1.3406,103.8882
"Northeast","Tai Seng",2024-03-18,0,29.6,34.2,27.1,1.3406,103.8882
"Northeast","Tai Seng",2024-03-19,6.6,28.9,33,27.1,1.3406,103.8882
"Northeast","Tai Seng",2024-03-20,5.8,28.8,31.4,27,1.3406,103.8882
"Northeast","Tai Seng",2024-03-21,1.8,28.7,31.4,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-03-22,0,29.1,32.5,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-03-23,0,29.6,34.7,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-03-24,0,29.6,34.8,27,1.3406,103.8882
"Northeast","Tai Seng",2024-03-25,0,29.7,33.9,27,1.3406,103.8882
"Northeast","Tai Seng",2024-03-26,0,29.8,33.9,27.5,1.3406,103.8882
"Northeast","Tai Seng",2024-03-27,0,29.9,34,27.5,1.3406,103.8882
"Northeast","Tai Seng",2024-03-28,0,30.1,33.3,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-03-29,2.8,30.6,35.5,25.5,1.3406,103.8882
"Northeast","Tai Seng",2024-03-30,0,30.4,35.7,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-03-31,10.6,29.8,34.1,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-04-01,0,29.4,32.5,27.6,1.3406,103.8882
"Northeast","Tai Seng",2024-04-02,0,31,34.9,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-04-03,0,30.4,34.1,29,1.3406,103.8882
"Northeast","Tai Seng",2024-04-04,47.6,29,34,24.6,1.3406,103.8882
"Northeast","Tai Seng",2024-04-05,0,29.9,33.8,27.4,1.3406,103.8882
"Northeast","Tai Seng",2024-04-06,0,30.1,34,27.5,1.3406,103.8882
"Northeast","Tai Seng",2024-04-07,0.2,30.1,33.9,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-04-08,6.2,29.7,33,25,1.3406,103.8882
"Northeast","Tai Seng",2024-04-09,0,30.6,34.8,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-04-10,8.8,29.1,33,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-04-11,10,29,32,26,1.3406,103.8882
"Northeast","Tai Seng",2024-04-12,69.8,26.4,29,24.2,1.3406,103.8882
"Northeast","Tai Seng",2024-04-13,0,29.3,33.4,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-04-14,0.4,28.8,31.9,27.5,1.3406,103.8882
"Northeast","Tai Seng",2024-04-15,0.6,29.3,33,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-04-16,14.4,27.7,28.9,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-04-17,1,28.8,32.9,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-04-18,3,29.3,33.6,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-04-19,1.4,29.7,33.6,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-04-20,21.2,28.7,32.4,25.1,1.3406,103.8882
"Northeast","Tai Seng",2024-04-21,17.6,29.3,33.2,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-04-22,0.4,29.9,33.8,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-04-23,0,30.6,34,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-04-24,0,30.6,33.8,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-04-25,2,30.6,34.9,28.9,1.3406,103.8882
"Northeast","Tai Seng",2024-04-26,0,30.7,35.8,28.2,1.3406,103.8882
"Northeast","Tai Seng",2024-04-27,0,31.2,35.5,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-04-28,9.6,30,33.8,25.8,1.3406,103.8882
"Northeast","Tai Seng",2024-04-29,0,31.1,35.4,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-04-30,0,31,34.3,29.2,1.3406,103.8882
"Northeast","Tai Seng",2024-05-01,13.2,30.5,35.2,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-05-02,1,29.7,33.4,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-05-03,0,30.4,33.5,28.8,1.3406,103.8882
"Northeast","Tai Seng",2024-05-04,87,27.1,30.2,24.4,1.3406,103.8882
"Northeast","Tai Seng",2024-05-05,0,30.2,34.4,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-05-06,0.2,30.8,34.7,28.9,1.3406,103.8882
"Northeast","Tai Seng",2024-05-07,23.4,28.9,31.8,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-05-08,10,28.7,31.6,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-05-09,0,30.5,34.7,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-05-10,5,30,33,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-05-11,4.4,30.2,34.2,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-05-12,0.8,29.8,32.8,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-05-13,25,28.8,33.9,25.7,1.3406,103.8882
"Northeast","Tai Seng",2024-05-14,41.2,29.1,34.7,23.5,1.3406,103.8882
"Northeast","Tai Seng",2024-05-15,0,29.9,33.4,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-05-16,17,28.5,31.4,24.9,1.3406,103.8882
"Northeast","Tai Seng",2024-05-17,7.8,29.4,33.2,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-05-18,1,29.7,34,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-05-19,1.6,29.7,33,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-05-20,11.6,28.5,31,26.1,1.3406,103.8882
"Northeast","Tai Seng",2024-05-21,9.6,29.5,32,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-05-22,18.4,28.5,31,26,1.3406,103.8882
"Northeast","Tai Seng",2024-05-23,1.4,29.1,33.6,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-05-24,1.2,28.6,32.7,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-05-25,6.2,28.4,33.3,26.1,1.3406,103.8882
"Northeast","Tai Seng",2024-05-26,0,29.9,33.2,27.3,1.3406,103.8882
"Northeast","Tai Seng",2024-05-27,0,30.8,34.1,29.3,1.3406,103.8882
"Northeast","Tai Seng",2024-05-28,0,30.4,32.8,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-05-29,0,30.9,35.1,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-05-30,0,30.2,32.3,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-05-31,0,30.1,33.1,28.8,1.3406,103.8882
"Northeast","Tai Seng",2024-06-01,14.8,27.7,30,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-06-02,2.2,27.9,31.4,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-06-03,0,29.2,33.2,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-06-04,0,29.9,33.7,27.6,1.3406,103.8882
"Northeast","Tai Seng",2024-06-05,1.2,30.5,34,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-06-06,21.6,29.4,34.6,25.6,1.3406,103.8882
"Northeast","Tai Seng",2024-06-07,2.6,29.1,32.5,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-06-08,0,29.4,32.3,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-06-09,27.6,29.5,32.1,24.4,1.3406,103.8882
"Northeast","Tai Seng",2024-06-10,4.6,29.4,31.5,27.1,1.3406,103.8882
"Northeast","Tai Seng",2024-06-11,0,30.1,34.5,27.5,1.3406,103.8882
"Northeast","Tai Seng",2024-06-12,13.2,29.3,31.8,24.4,1.3406,103.8882
"Northeast","Tai Seng",2024-06-13,0,30.3,34.6,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-06-14,2.6,29.1,32.5,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-06-15,6,29.3,31.9,25.1,1.3406,103.8882
"Northeast","Tai Seng",2024-06-16,11,28.5,32.6,23.3,1.3406,103.8882
"Northeast","Tai Seng",2024-06-17,0,29.5,34.1,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-06-18,9.2,29.1,32.4,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-06-19,0,29.3,30.6,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-06-20,4.2,29.7,33.2,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-06-21,43.6,27.7,30.2,23.1,1.3406,103.8882
"Northeast","Tai Seng",2024-06-22,47.6,26.7,28.6,23.3,1.3406,103.8882
"Northeast","Tai Seng",2024-06-23,0,28.9,32.5,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-06-24,0,30,33.1,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-06-25,0,30.2,34.1,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-06-26,0,30.5,34.6,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-06-27,0,29.3,32.4,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-06-28,1.6,29.6,33.2,27.9,1.3406,103.8882
"Northeast","Tai Seng",2024-06-29,4.2,29.2,32,26,1.3406,103.8882
"Northeast","Tai Seng",2024-06-30,27.4,27,29.2,23.9,1.3406,103.8882
"Northeast","Tai Seng",2024-07-01,43.6,27.7,32.8,24.5,1.3406,103.8882
"Northeast","Tai Seng",2024-07-02,1.2,29.2,32.1,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-07-03,1.2,29.4,33,27,1.3406,103.8882
"Northeast","Tai Seng",2024-07-04,0,30.2,33.6,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-07-05,0.2,29.7,33.1,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-07-06,16.6,29,32.2,25.3,1.3406,103.8882
"Northeast","Tai Seng",2024-07-07,23,28.1,32.1,24.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-08,5.2,27.6,30,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-07-09,3.4,28.3,30.8,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-07-10,0.2,29.1,31.8,27,1.3406,103.8882
"Northeast","Tai Seng",2024-07-11,0,29.6,31.9,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-07-12,46,28,31.9,23.1,1.3406,103.8882
"Northeast","Tai Seng",2024-07-13,0,29.3,32.5,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-07-14,1,29.4,32,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-15,0,30,32.5,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-07-16,0,29.6,32.3,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-07-17,0,29.7,31.8,28.2,1.3406,103.8882
"Northeast","Tai Seng",2024-07-18,0,30.1,32.9,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-07-19,0,30.2,33.1,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-20,0,30.3,33.5,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-21,0,30.2,33.1,28.9,1.3406,103.8882
"Northeast","Tai Seng",2024-07-22,0,30.4,33.3,28.9,1.3406,103.8882
"Northeast","Tai Seng",2024-07-23,0,30.4,33.4,28.8,1.3406,103.8882
"Northeast","Tai Seng",2024-07-24,0,30.1,32.8,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-07-25,0,30.1,33,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-07-26,0,30.3,33.1,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-07-27,0,30.4,34.1,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-07-28,0,30.5,33.8,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-29,0,30.4,33.9,28.7,1.3406,103.8882
"Northeast","Tai Seng",2024-07-30,0,30.3,34.1,28.4,1.3406,103.8882
"Northeast","Tai Seng",2024-07-31,2.4,29.2,33.6,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-08-01,0,29.4,33,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-02,0,29.7,33.1,28.2,1.3406,103.8882
"Northeast","Tai Seng",2024-08-03,3.4,30.1,34.2,27.6,1.3406,103.8882
"Northeast","Tai Seng",2024-08-04,18.8,27.8,30.8,25,1.3406,103.8882
"Northeast","Tai Seng",2024-08-05,0,29,32.5,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-08-06,0,29.7,33.3,27.6,1.3406,103.8882
"Northeast","Tai Seng",2024-08-07,0.8,29.4,32.1,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-08-08,2,29.9,33.4,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-09,8.2,29.1,33.5,26.4,1.3406,103.8882
"Northeast","Tai Seng",2024-08-10,0.8,28.1,30.6,25.8,1.3406,103.8882
"Northeast","Tai Seng",2024-08-11,0.6,28.9,31.8,25.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-12,2.8,29.5,32.7,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-08-13,0,30.1,33.4,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-08-14,17.4,27.7,30.5,25.2,1.3406,103.8882
"Northeast","Tai Seng",2024-08-15,0,28.9,32.3,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-16,2.8,29,31.9,26,1.3406,103.8882
"Northeast","Tai Seng",2024-08-17,0.8,29.1,32.3,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-18,0,29.4,33.4,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-08-19,0.2,29.9,32.9,27.6,1.3406,103.8882
"Northeast","Tai Seng",2024-08-20,0.2,28.7,33,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-08-21,0,28.8,31.7,26.6,1.3406,103.8882
"Northeast","Tai Seng",2024-08-22,0,29.9,33.7,27.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-23,0,29.6,33.2,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-08-24,2.4,27.4,29.7,25.5,1.3406,103.8882
"Northeast","Tai Seng",2024-08-25,2.2,28,30.9,24.9,1.3406,103.8882
"Northeast","Tai Seng",2024-08-26,0,29.5,32.5,27.8,1.3406,103.8882
"Northeast","Tai Seng",2024-08-27,1.4,29.2,32.2,25.5,1.3406,103.8882
"Northeast","Tai Seng",2024-08-28,2,28.8,33.9,24.4,1.3406,103.8882
"Northeast","Tai Seng",2024-08-29,0,29.4,31.9,27.1,1.3406,103.8882
"Northeast","Tai Seng",2024-08-30,0,29.8,33.7,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-08-31,0,29.9,34.3,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-09-01,0,30.3,34,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-09-02,0,30.6,34.1,28.6,1.3406,103.8882
"Northeast","Tai Seng",2024-09-03,0.8,30,33.2,26.8,1.3406,103.8882
"Northeast","Tai Seng",2024-09-04,12.6,28.1,30.9,24.3,1.3406,103.8882
"Northeast","Tai Seng",2024-09-05,0,29.5,33.2,27,1.3406,103.8882
"Northeast","Tai Seng",2024-09-06,0,30.1,33.6,28.3,1.3406,103.8882
"Northeast","Tai Seng",2024-09-07,0.2,30.3,33.6,28.5,1.3406,103.8882
"Northeast","Tai Seng",2024-09-08,0.2,29.1,32.4,26.9,1.3406,103.8882
"Northeast","Tai Seng",2024-09-09,0.8,28.5,32.6,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-09-10,13.8,28.4,32.1,23.6,1.3406,103.8882
"Northeast","Tai Seng",2024-09-11,0.8,29.4,33.7,27,1.3406,103.8882
"Northeast","Tai Seng",2024-09-12,3.4,28.9,31.7,25.2,1.3406,103.8882
"Northeast","Tai Seng",2024-09-13,0,29.9,33,28.1,1.3406,103.8882
"Northeast","Tai Seng",2024-09-14,32.8,28.2,31.7,23.6,1.3406,103.8882
"Northeast","Tai Seng",2024-09-15,11.8,28.3,30.6,25.2,1.3406,103.8882
"Northeast","Tai Seng",2024-09-16,0,29.5,33.2,27.4,1.3406,103.8882
"Northeast","Tai Seng",2024-09-17,21.4,29.4,33.1,23.9,1.3406,103.8882
"Northeast","Tai Seng",2024-09-18,0,29.5,33.2,26.5,1.3406,103.8882
"Northeast","Tai Seng",2024-09-19,0,29.8,32.2,27.9,1.3406,103.8882
"Northeast","Tai Seng",2024-09-20,14.4,29.7,32.6,23.7,1.3406,103.8882
"Northeast","Tai Seng",2024-09-21,7.4,28.1,30.9,23.7,1.3406,103.8882
"Northeast","Tai Seng",2024-09-22,0,30.6,34.4,27.7,1.3406,103.8882
"Northeast","Tai Seng",2024-09-23,0,30,35,26.7,1.3406,103.8882
"Northeast","Tai Seng",2024-09-24,4.6,28.7,32.4,27.2,1.3406,103.8882
"Northeast","Tai Seng",2024-09-25,1.6,27.8,32.8,26.3,1.3406,103.8882
"Northeast","Tai Seng",2024-09-26,4.6,27.1,29.2,24.1,1.3406,103.8882
"Northeast","Tai Seng",2024-09-27,0,29.5,34.1,26.4,1.3406,103.8882
